source,target,relation,structural
targetBehavior_0295,metric_0276,hasMetric,False
studentModel_0148,behavKnowledge_0148,hasBehaviouralKnowledge,False
instrPlan_0030,strategy_0030,strategicTutoring,False
studentModel_0020,player_0020,includes,False
gamifiedITS_0048,instrPlan_0117,hasPedagogicalModel,False
playerModel_0016,player_0016,classifiesPlayer,False
studentModel_0085,behavKnowledge_0085,hasBehaviouralKnowledge,False
studentModel_0089,player_0089,includes,False
studentModel_0012,player_0012,includes,False
player_0158,playerModel_0158,isClassifiedBy,False
gamifiedITS_0060,studentModel_0047,hasStudentModel,False
targetBehavior_0349,metric_0093,hasMetric,False
player_0057,playerType_0057,isDescribedByType,False
Levels,Thing,subClassOf,True
studentModel_0088,player_0088,includes,False
targetBehavior_0150,metric_0515,hasMetric,False
targetBehavior_0091,metric_0307,hasMetric,False
targetBehavior_0380,metric_0228,hasMetric,False
instrPlan_0116,sequencing_0116,has_Sequencing,False
gamifiedITS_0017,instrPlan_0048,hasPedagogicalModel,False
studentModel_0057,behavKnowledge_0057,hasBehaviouralKnowledge,False
includes,StudentModel,domain,False
has_Sequencing,Sequencing,range,False
designPractice_0028,targetBehavior_0353,hasTargetBehavior,False
player_0038,playerModel_0038,isClassifiedBy,False
archetypeBrainRegion,string,range,False
designPractice_0045,win_states_0013,hasGameElement,False
instrPlan_0060,strategy_0060,strategicTutoring,False
interactsIn,Gamification_Context,range,False
designPractice_0008,targetBehavior_0267,hasTargetBehavior,False
instrPlan_0104,strategy_0104,strategicTutoring,False
playerType_0153,player_0153,describesPlayer,False
instrPlan_0187,sequencing_0187,has_Sequencing,False
gamModel_0035,progLoop_0035,hasActivityLoops,False
instrPlan_0149,sequencing_0149,has_Sequencing,False
instrPlan_0115,sequencing_0115,has_Sequencing,False
designPractice_0019,targetBehavior_0360,hasTargetBehavior,False
targetBehavior_0284,metric_0205,hasMetric,False
targetBehavior_0212,metric_0141,hasMetric,False
courseName,Course,domain,False
studentModel_0021,behavKnowledge_0021,hasBehaviouralKnowledge,False
instrPlan_0014,sequencing_0014,has_Sequencing,False
studentModel_0081,behavKnowledge_0081,hasBehaviouralKnowledge,False
player_0058,playerModel_0058,isClassifiedBy,False
instrPlan_0032,sequencing_0032,has_Sequencing,False
targetBehavior_0253,metric_0145,hasMetric,False
targetBehavior_0365,metric_0306,hasMetric,False
instrPlan_0152,sequencing_0152,has_Sequencing,False
playerType_0192,player_0192,describesPlayer,False
hasPlayerInteraction,Player,range,False
studentModel_0177,player_0177,includes,False
studentModel_0183,player_0183,includes,False
targetBehavior_0272,metric_0032,hasMetric,False
player_0129,playerType_0129,isDescribedByType,False
player_0026,playerModel_0026,isClassifiedBy,False
targetBehavior_0133,metric_0121,hasMetric,False
instrPlan_0090,strategy_0090,strategicTutoring,False
player_0103,playerType_0103,isDescribedByType,False
targetBehavior_0223,metric_0103,hasMetric,False
targetBehavior_0333,metric_0529,hasMetric,False
playerType_0044,player_0044,describesPlayer,False
targetBehavior_0397,metric_0502,hasMetric,False
studentModel_0135,behavKnowledge_0135,hasBehaviouralKnowledge,False
targetBehavior_0396,metric_0173,hasMetric,False
playerModel_0002,player_0002,classifiesPlayer,False
gamifiedITS_0040,gamModel_0021,hasGamificationModel,False
targetBehavior_0088,metric_0393,hasMetric,False
instrPlan_0129,strategy_0129,strategicTutoring,False
targetBehavior_0245,metric_0448,hasMetric,False
instrPlan_0023,strategy_0023,strategicTutoring,False
playerType_0033,player_0033,describesPlayer,False
player_0045,playerModel_0045,isClassifiedBy,False
instrPlan_0060,sequencing_0060,has_Sequencing,False
leadsToParticipation,Points,domain,False
statement,string,range,False
designPractice_0035,targetBehavior_0149,hasTargetBehavior,False
instrPlan_0144,sequencing_0144,has_Sequencing,False
studentModel_0033,behavKnowledge_0033,hasBehaviouralKnowledge,False
targetBehavior_0257,metric_0256,hasMetric,False
instrPlan_0002,sequencing_0002,has_Sequencing,False
gamifiedITS_0019,studentModel_0008,hasStudentModel,False
targetBehavior_0205,metric_0363,hasMetric,False
gamModel_0023,engLoop_0023,hasActivityLoops,False
targetBehavior_0261,metric_0171,hasMetric,False
playerType_0140,player_0140,describesPlayer,False
targetBehavior_0338,metric_0198,hasMetric,False
gamifiedITS_0027,instrPlan_0176,hasPedagogicalModel,False
player_0058,playerType_0058,isDescribedByType,False
player_0154,playerModel_0154,isClassifiedBy,False
BrainHex,Thing,subClassOf,True
targetBehavior_0035,metric_0563,hasMetric,False
targetBehavior_0149,metric_0080,hasMetric,False
targetBehavior_0222,metric_0599,hasMetric,False
gamModel_0009,progLoop_0009,hasActivityLoops,False
player_0144,playerModel_0144,isClassifiedBy,False
player_0123,playerModel_0123,isClassifiedBy,False
instrPlan_0069,sequencing_0069,has_Sequencing,False
instrPlan_0077,strategy_0077,strategicTutoring,False
gamifiedITS_0064,gamModel_0013,hasGamificationModel,False
targetBehavior_0072,metric_0017,hasMetric,False
player_0027,playerModel_0027,isClassifiedBy,False
isComprisedOf,Motivation,domain,False
targetBehavior_0221,metric_0060,hasMetric,False
instrPlan_0164,sequencing_0164,has_Sequencing,False
targetBehavior_0102,metric_0309,hasMetric,False
gamifiedITS_0035,studentModel_0196,hasStudentModel,False
targetBehavior_0293,metric_0270,hasMetric,False
isAccomplishedWith,Activity_Loop,range,False
Emotions,GDE_Dynamic,subClassOf,True
targetBehavior_0012,metric_0402,hasMetric,False
player_0180,playerType_0180,isDescribedByType,False
player_0121,playerModel_0121,isClassifiedBy,False
gamModel_0039,engLoop_0039,hasActivityLoops,False
designPractice_0018,targetBehavior_0228,hasTargetBehavior,False
studentModel_0197,behavKnowledge_0197,hasBehaviouralKnowledge,False
studentModel_0126,behavKnowledge_0126,hasBehaviouralKnowledge,False
targetBehavior_0237,metric_0001,hasMetric,False
targetBehavior_0258,metric_0070,hasMetric,False
player_0126,playerModel_0126,isClassifiedBy,False
gamModel_0031,progLoop_0031,hasActivityLoops,False
playerModel_0190,player_0190,classifiesPlayer,False
player_0176,playerModel_0176,isClassifiedBy,False
targetBehavior_0025,metric_0010,hasMetric,False
player_0051,playerModel_0051,isClassifiedBy,False
designPractice_0032,targetBehavior_0052,hasTargetBehavior,False
targetBehavior_0254,metric_0356,hasMetric,False
player_0193,playerModel_0193,isClassifiedBy,False
Competition,Thing,subClassOf,True
playerType_0030,player_0030,describesPlayer,False
studentModel_0135,player_0135,includes,False
playerModel_0011,player_0011,classifiesPlayer,False
gamifiedITS_0019,gamModel_0021,hasGamificationModel,False
gamifiedITS_0039,instrPlan_0126,hasPedagogicalModel,False
metricValue,double,range,False
studentModel_0059,player_0059,includes,False
targetBehavior_0178,metric_0160,hasMetric,False
targetBehavior_0108,metric_0013,hasMetric,False
instrPlan_0099,strategy_0099,strategicTutoring,False
player_0124,playerModel_0124,isClassifiedBy,False
gamifiedITS_0023,instrPlan_0007,hasPedagogicalModel,False
targetBehavior_0188,metric_0365,hasMetric,False
has_Resource,ResourceUnit,domain,False
designPractice_0049,targetBehavior_0024,hasTargetBehavior,False
player_0097,playerType_0097,isDescribedByType,False
gamifiedITS_0045,instrPlan_0153,hasPedagogicalModel,False
targetBehavior_0189,metric_0051,hasMetric,False
player_0036,playerType_0036,isDescribedByType,False
playerType_0042,player_0042,describesPlayer,False
Avatars,Thing,subClassOf,True
targetBehavior_0206,metric_0192,hasMetric,False
playerType_0065,player_0065,describesPlayer,False
gamifiedITS_0024,studentModel_0196,hasStudentModel,False
player_0186,playerModel_0186,isClassifiedBy,False
GamificationModel,Thing,subClassOf,True
gamModel_0033,engLoop_0033,hasActivityLoops,False
studentModel_0055,player_0055,includes,False
studentModel_0015,player_0015,includes,False
gamifiedITS_0060,instrPlan_0179,hasPedagogicalModel,False
player_0093,playerType_0093,isDescribedByType,False
studentModel_0125,player_0125,includes,False
player_0109,playerType_0109,isDescribedByType,False
instrPlan_0057,strategy_0057,strategicTutoring,False
Level,string,range,False
gamifiedITS_0003,studentModel_0088,hasStudentModel,False
instrPlan_0192,strategy_0192,strategicTutoring,False
playerModel_0044,player_0044,classifiesPlayer,False
instrPlan_0026,strategy_0026,strategicTutoring,False
targetBehavior_0175,metric_0326,hasMetric,False
designPractice_0050,targetBehavior_0361,hasTargetBehavior,False
Level,InstrutionalPlan,domain,False
targetBehavior_0061,metric_0378,hasMetric,False
tiesComponent,GDE_Mechanic,domain,False
targetBehavior_0272,metric_0442,hasMetric,False
targetBehavior_0238,metric_0349,hasMetric,False
studentModel_0144,player_0144,includes,False
targetBehavior_0025,metric_0497,hasMetric,False
gamifiedITS_0061,gamModel_0009,hasGamificationModel,False
player_0004,playerModel_0004,isClassifiedBy,False
gamModel_0035,engLoop_0035,hasActivityLoops,False
player_0177,playerType_0177,isDescribedByType,False
targetBehavior_0022,metric_0296,hasMetric,False
playerType_0117,player_0117,describesPlayer,False
leadsToEnjoyment,Badges,domain,False
designPractice_0017,theme_0014,hasGameElement,False
targetBehavior_0397,metric_0163,hasMetric,False
isChildOf_Strategy,Strategy,domain,False
designPractice_0006,targetBehavior_0157,hasTargetBehavior,False
playerModel_0189,player_0189,classifiesPlayer,False
player_0012,playerModel_0012,isClassifiedBy,False
instrPlan_0200,strategy_0200,strategicTutoring,False
gamifiedITS_0015,instrPlan_0082,hasPedagogicalModel,False
studentModel_0200,behavKnowledge_0200,hasBehaviouralKnowledge,False
studentModel_0090,player_0090,includes,False
MultipleChoiceOption,Thing,subClassOf,True
playerModel_0067,player_0067,classifiesPlayer,False
designPractice_0027,turns_0015,hasGameElement,False
typeStrategy,string,range,False
designPractice_0024,targetBehavior_0059,hasTargetBehavior,False
targetBehavior_0188,metric_0255,hasMetric,False
targetBehavior_0044,metric_0360,hasMetric,False
studentModel_0037,player_0037,includes,False
player_0072,playerType_0072,isDescribedByType,False
targetBehavior_0374,metric_0520,hasMetric,False
player_0062,playerModel_0062,isClassifiedBy,False
targetBehavior_0296,metric_0155,hasMetric,False
targetBehavior_0342,metric_0204,hasMetric,False
studentModel_0006,player_0006,includes,False
instrPlan_0080,strategy_0080,strategicTutoring,False
studentModel_0036,behavKnowledge_0036,hasBehaviouralKnowledge,False
playerModel_0149,player_0149,classifiesPlayer,False
targetBehavior_0239,metric_0061,hasMetric,False
targetBehavior_0238,metric_0207,hasMetric,False
targetBehavior_0065,metric_0440,hasMetric,False
instrPlan_0110,sequencing_0110,has_Sequencing,False
gamifiedITS_0035,gamModel_0001,hasGamificationModel,False
playerModel_0191,player_0191,classifiesPlayer,False
Theme,Thing,subClassOf,True
targetBehavior_0192,metric_0097,hasMetric,False
instrPlan_0073,strategy_0073,strategicTutoring,False
designPractice_0039,resource_acquisition_0016,hasGameElement,False
targetBehavior_0139,metric_0377,hasMetric,False
gamifiedITS_0042,instrPlan_0156,hasPedagogicalModel,False
playerModel_0078,player_0078,classifiesPlayer,False
playerType_0004,player_0004,describesPlayer,False
instrPlan_0038,strategy_0038,strategicTutoring,False
hasBehaviouralKnowledge,BehaviouralKnowledge,range,False
instrPlan_0025,sequencing_0025,has_Sequencing,False
studentModel_0031,behavKnowledge_0031,hasBehaviouralKnowledge,False
player_0194,playerModel_0194,isClassifiedBy,False
player_0196,playerType_0196,isDescribedByType,False
designPractice_0017,targetBehavior_0354,hasTargetBehavior,False
designPractice_0018,targetBehavior_0195,hasTargetBehavior,False
targetBehavior_0170,metric_0087,hasMetric,False
player_0104,playerModel_0104,isClassifiedBy,False
designPractice_0035,collections_0001,hasGameElement,False
instrPlan_0085,strategy_0085,strategicTutoring,False
leadsTo,Activity_Loop,domain,False
targetBehavior_0360,metric_0008,hasMetric,False
playerModel_0019,player_0019,classifiesPlayer,False
gamifiedITS_0041,instrPlan_0104,hasPedagogicalModel,False
Gamification,Thing,subClassOf,True
studentModel_0078,behavKnowledge_0078,hasBehaviouralKnowledge,False
targetBehavior_0104,metric_0402,hasMetric,False
targetBehavior_0361,metric_0575,hasMetric,False
THINGPedagogicalModel,Thing,subClassOf,True
instrPlan_0075,sequencing_0075,has_Sequencing,False
player_0127,playerModel_0127,isClassifiedBy,False
PedagogicalUnit,Thing,subClassOf,True
targetBehavior_0136,metric_0509,hasMetric,False
player_0115,playerModel_0115,isClassifiedBy,False
targetBehavior_0347,metric_0353,hasMetric,False
targetBehavior_0118,metric_0550,hasMetric,False
gamifiedITS_0024,gamModel_0040,hasGamificationModel,False
studentModel_0053,behavKnowledge_0053,hasBehaviouralKnowledge,False
studentModel_0142,behavKnowledge_0142,hasBehaviouralKnowledge,False
designPractice_0046,targetBehavior_0313,hasTargetBehavior,False
instrPlan_0071,sequencing_0071,has_Sequencing,False
player_0065,playerType_0065,isDescribedByType,False
instrPlan_0004,sequencing_0004,has_Sequencing,False
player_0108,playerModel_0108,isClassifiedBy,False
studentModel_0041,player_0041,includes,False
studentModel_0095,player_0095,includes,False
studentModel_0024,player_0024,includes,False
studentModel_0065,behavKnowledge_0065,hasBehaviouralKnowledge,False
instrPlan_0017,strategy_0017,strategicTutoring,False
gamModel_0026,engLoop_0026,hasActivityLoops,False
targetBehavior_0179,metric_0461,hasMetric,False
gamifiedITS_0016,gamModel_0036,hasGamificationModel,False
targetBehavior_0294,metric_0477,hasMetric,False
targetBehavior_0265,metric_0231,hasMetric,False
instrPlan_0139,strategy_0139,strategicTutoring,False
player_0173,playerModel_0173,isClassifiedBy,False
player_0006,playerModel_0006,isClassifiedBy,False
player_0149,playerType_0149,isDescribedByType,False
targetBehavior_0218,metric_0277,hasMetric,False
targetBehavior_0086,metric_0352,hasMetric,False
playerModel_0131,player_0131,classifiesPlayer,False
targetBehavior_0150,metric_0382,hasMetric,False
player_0056,playerModel_0056,isClassifiedBy,False
targetBehavior_0331,metric_0427,hasMetric,False
targetBehavior_0037,metric_0275,hasMetric,False
player_0042,playerType_0042,isDescribedByType,False
instrPlan_0184,sequencing_0184,has_Sequencing,False
targetBehavior_0264,metric_0491,hasMetric,False
InstrutionalPlan,PedagogicalModel,subClassOf,True
playerModel_0138,player_0138,classifiesPlayer,False
Teams,Thing,subClassOf,True
playerModel_0048,player_0048,classifiesPlayer,False
targetBehavior_0358,metric_0478,hasMetric,False
player_0140,playerModel_0140,isClassifiedBy,False
targetBehavior_0393,metric_0185,hasMetric,False
player_0185,playerType_0185,isDescribedByType,False
playerType_0112,player_0112,describesPlayer,False
playerModel_0168,player_0168,classifiesPlayer,False
studentModel_0004,player_0004,includes,False
studentModel_0112,player_0112,includes,False
player_0088,playerModel_0088,isClassifiedBy,False
targetBehavior_0087,metric_0073,hasMetric,False
targetBehavior_0239,metric_0332,hasMetric,False
instrPlan_0125,strategy_0125,strategicTutoring,False
player_0088,playerType_0088,isDescribedByType,False
targetBehavior_0307,metric_0044,hasMetric,False
studentModel_0178,behavKnowledge_0178,hasBehaviouralKnowledge,False
instrPlan_0178,strategy_0178,strategicTutoring,False
targetBehavior_0291,metric_0190,hasMetric,False
effectivenessName,string,range,False
playerType_0088,player_0088,describesPlayer,False
targetBehavior_0369,metric_0027,hasMetric,False
studentModel_0118,player_0118,includes,False
playerModel_0089,player_0089,classifiesPlayer,False
studentModel_0023,player_0023,includes,False
hasPlayer,Player_Action,domain,False
player_0016,playerType_0016,isDescribedByType,False
targetBehavior_0382,metric_0381,hasMetric,False
targetBehavior_0342,metric_0378,hasMetric,False
gamModel_0029,engLoop_0029,hasActivityLoops,False
targetBehavior_0154,metric_0567,hasMetric,False
studentModel_0153,player_0153,includes,False
gamifiedITS_0055,studentModel_0043,hasStudentModel,False
instrPlan_0113,strategy_0113,strategicTutoring,False
studentModel_0192,player_0192,includes,False
gamifiedITS_0004,studentModel_0036,hasStudentModel,False
playerType_0191,player_0191,describesPlayer,False
gamifiedITS_0045,studentModel_0191,hasStudentModel,False
targetBehavior_0166,metric_0146,hasMetric,False
designPractice_0047,points_0007,hasGameElement,False
gamifiedITS_0065,instrPlan_0083,hasPedagogicalModel,False
targetBehavior_0177,metric_0140,hasMetric,False
gamifiedITS_0009,gamModel_0029,hasGamificationModel,False
studentModel_0131,behavKnowledge_0131,hasBehaviouralKnowledge,False
targetBehavior_0382,metric_0340,hasMetric,False
player_0179,playerType_0179,isDescribedByType,False
playerModel_0153,player_0153,classifiesPlayer,False
studentModel_0062,player_0062,includes,False
instrPlan_0190,sequencing_0190,has_Sequencing,False
targetBehavior_0395,metric_0060,hasMetric,False
playerType_0129,player_0129,describesPlayer,False
instrPlan_0005,strategy_0005,strategicTutoring,False
targetBehavior_0086,metric_0433,hasMetric,False
instrPlan_0152,strategy_0152,strategicTutoring,False
studentModel_0177,behavKnowledge_0177,hasBehaviouralKnowledge,False
designPractice_0040,targetBehavior_0094,hasTargetBehavior,False
gamifiedITS_0013,gamModel_0034,hasGamificationModel,False
player_0079,playerType_0079,isDescribedByType,False
Competence,Thing,subClassOf,True
playerModel_0132,player_0132,classifiesPlayer,False
targetBehavior_0323,metric_0412,hasMetric,False
targetBehavior_0388,metric_0424,hasMetric,False
instrPlan_0148,sequencing_0148,has_Sequencing,False
instrPlan_0106,sequencing_0106,has_Sequencing,False
targetBehavior_0346,metric_0486,hasMetric,False
targetBehavior_0140,metric_0106,hasMetric,False
affordsMotivation,Game_Design_Element,domain,False
studentModel_0152,player_0152,includes,False
instrPlan_0162,strategy_0162,strategicTutoring,False
targetBehavior_0073,metric_0452,hasMetric,False
studentModel_0189,player_0189,includes,False
targetBehavior_0311,metric_0398,hasMetric,False
targetBehavior_0242,metric_0383,hasMetric,False
gamifiedITS_0054,gamModel_0019,hasGamificationModel,False
playerType_0060,player_0060,describesPlayer,False
gamifiedITS_0034,gamModel_0003,hasGamificationModel,False
targetBehavior_0327,metric_0288,hasMetric,False
designPractice_0023,virtual_goods_0017,hasGameElement,False
gamifiedITS_0028,studentModel_0007,hasStudentModel,False
hasGamification,Gamification,range,False
instrPlan_0186,strategy_0186,strategicTutoring,False
instrPlan_0193,strategy_0193,strategicTutoring,False
player_0020,playerModel_0020,isClassifiedBy,False
player_0080,playerType_0080,isDescribedByType,False
designPractice_0023,targetBehavior_0054,hasTargetBehavior,False
isAccomplishedWith,leadsTo,inverseOf,False
instrPlan_0077,sequencing_0077,has_Sequencing,False
targetBehavior_0268,metric_0076,hasMetric,False
gamifiedITS_0053,studentModel_0075,hasStudentModel,False
player_0031,playerType_0031,isDescribedByType,False
studentModel_0156,player_0156,includes,False
playerModel_0029,player_0029,classifiesPlayer,False
player_0188,playerModel_0188,isClassifiedBy,False
targetBehavior_0159,metric_0155,hasMetric,False
TrueOrFalseOption,Thing,subClassOf,True
gamifiedITS_0056,instrPlan_0177,hasPedagogicalModel,False
targetBehavior_0034,metric_0173,hasMetric,False
player_0047,playerModel_0047,isClassifiedBy,False
instrPlan_0151,sequencing_0151,has_Sequencing,False
designPractice_0024,leaderboards_0015,hasGameElement,False
playerModel_0061,player_0061,classifiesPlayer,False
playerModel_0027,player_0027,classifiesPlayer,False
THINGDomain,Thing,subClassOf,True
instrPlan_0019,sequencing_0019,has_Sequencing,False
studentModel_0117,behavKnowledge_0117,hasBehaviouralKnowledge,False
targetBehavior_0116,metric_0426,hasMetric,False
targetBehavior_0128,metric_0013,hasMetric,False
player_0092,playerType_0092,isDescribedByType,False
makesUseOf,Gamification,domain,False
KnowledgeUnit,Thing,subClassOf,True
gamifiedITS_0032,gamModel_0032,hasGamificationModel,False
isChildOf_Strategy,isParentOf_Strategy,inverseOf,False
Gifting,Thing,subClassOf,True
targetBehavior_0322,metric_0413,hasMetric,False
playerType_0102,player_0102,describesPlayer,False
studentModel_0162,player_0162,includes,False
instrPlan_0189,strategy_0189,strategicTutoring,False
targetBehavior_0219,metric_0027,hasMetric,False
hasCategory,Target_Behavior,domain,False
designPractice_0009,resource_acquisition_0016,hasGameElement,False
gamifiedITS_0057,instrPlan_0119,hasPedagogicalModel,False
playerModel_0093,player_0093,classifiesPlayer,False
Resolution,Thing,subClassOf,True
player_0010,playerType_0010,isDescribedByType,False
playerType_0031,player_0031,describesPlayer,False
targetBehavior_0081,metric_0098,hasMetric,False
targetBehavior_0236,metric_0540,hasMetric,False
gamifiedITS_0031,studentModel_0183,hasStudentModel,False
studentModel_0027,player_0027,includes,False
designPractice_0042,rewards_0018,hasGameElement,False
playerModel_0037,player_0037,classifiesPlayer,False
designPractice_0030,targetBehavior_0294,hasTargetBehavior,False
targetBehavior_0349,metric_0292,hasMetric,False
playerType_0008,player_0008,describesPlayer,False
player_0032,playerModel_0032,isClassifiedBy,False
gamifiedITS_0050,studentModel_0138,hasStudentModel,False
playerType_0161,player_0161,describesPlayer,False
instrPlan_0088,strategy_0088,strategicTutoring,False
player_0037,playerModel_0037,isClassifiedBy,False
gamifiedITS_0008,gamModel_0020,hasGamificationModel,False
targetBehavior_0038,metric_0043,hasMetric,False
player_0007,playerType_0007,isDescribedByType,False
instrPlan_0076,sequencing_0076,has_Sequencing,False
studentModel_0007,player_0007,includes,False
instrPlan_0157,sequencing_0157,has_Sequencing,False
gamifiedITS_0028,gamModel_0023,hasGamificationModel,False
gamifiedITS_0044,instrPlan_0157,hasPedagogicalModel,False
playerType_0120,player_0120,describesPlayer,False
gamModel_0010,engLoop_0010,hasActivityLoops,False
targetBehavior_0292,metric_0379,hasMetric,False
playerType_0185,player_0185,describesPlayer,False
gamifiedITS_0051,studentModel_0011,hasStudentModel,False
instrPlan_0143,sequencing_0143,has_Sequencing,False
targetBehavior_0290,metric_0094,hasMetric,False
targetBehavior_0157,metric_0476,hasMetric,False
type,string,range,False
player_0120,playerType_0120,isDescribedByType,False
next_Unit,ResourceUnit,range,False
gamifiedITS_0041,gamModel_0028,hasGamificationModel,False
gamifiedITS_0001,instrPlan_0143,hasPedagogicalModel,False
targetBehavior_0193,metric_0105,hasMetric,False
value,float,range,False
playerModel_0008,player_0008,classifiesPlayer,False
targetBehavior_0362,metric_0494,hasMetric,False
player_0192,playerModel_0192,isClassifiedBy,False
gamifiedITS_0021,studentModel_0191,hasStudentModel,False
studentModel_0145,behavKnowledge_0145,hasBehaviouralKnowledge,False
studentModel_0054,player_0054,includes,False
gamifiedITS_0047,gamModel_0003,hasGamificationModel,False
instrPlan_0153,sequencing_0153,has_Sequencing,False
targetBehavior_0249,metric_0302,hasMetric,False
player_0001,playerType_0001,isDescribedByType,False
isParentOf_Strategy,isChildOf_Strategy,inverseOf,False
targetBehavior_0294,metric_0270,hasMetric,False
studentModel_0100,behavKnowledge_0100,hasBehaviouralKnowledge,False
targetBehavior_0205,metric_0437,hasMetric,False
player_0085,playerType_0085,isDescribedByType,False
targetBehavior_0328,metric_0101,hasMetric,False
instrPlan_0009,strategy_0009,strategicTutoring,False
designPractice_0011,levels_0017,hasGameElement,False
gamifiedITS_0052,studentModel_0133,hasStudentModel,False
targetBehavior_0117,metric_0412,hasMetric,False
designPractice_0035,targetBehavior_0185,hasTargetBehavior,False
designPractice_0030,gifting_0013,hasGameElement,False
isDescribedByModel,Player_Model,range,False
instrPlan_0185,sequencing_0185,has_Sequencing,False
participationName,string,range,False
interactsIn,Player,domain,False
designPractice_0021,targetBehavior_0339,hasTargetBehavior,False
isComposedBy,Engagement_Loop,domain,False
gamifiedITS_0048,studentModel_0028,hasStudentModel,False
targetBehavior_0365,metric_0193,hasMetric,False
targetBehavior_0315,metric_0116,hasMetric,False
targetBehavior_0105,metric_0056,hasMetric,False
gamModel_0034,progLoop_0034,hasActivityLoops,False
explorationName,string,range,False
player_0103,playerModel_0103,isClassifiedBy,False
designPractice_0045,targetBehavior_0292,hasTargetBehavior,False
player_0198,playerModel_0198,isClassifiedBy,False
designPractice_0011,targetBehavior_0207,hasTargetBehavior,False
player_0101,playerType_0101,isDescribedByType,False
gamModel_0022,engLoop_0022,hasActivityLoops,False
isUsedFor,Target_Behavior,range,False
studentModel_0146,behavKnowledge_0146,hasBehaviouralKnowledge,False
targetBehavior_0281,metric_0370,hasMetric,False
gamifiedITS_0036,gamModel_0015,hasGamificationModel,False
instrPlan_0154,sequencing_0154,has_Sequencing,False
studentModel_0083,behavKnowledge_0083,hasBehaviouralKnowledge,False
gamifiedITS_0041,studentModel_0064,hasStudentModel,False
instances,gato.owl,imports,False
instrPlan_0035,strategy_0035,strategicTutoring,False
designPractice_0044,targetBehavior_0054,hasTargetBehavior,False
gamifiedITS_0018,gamModel_0010,hasGamificationModel,False
targetBehavior_0327,metric_0319,hasMetric,False
studentModel_0056,behavKnowledge_0056,hasBehaviouralKnowledge,False
gamifiedITS_0017,gamModel_0008,hasGamificationModel,False
studentModel_0111,player_0111,includes,False
targetBehavior_0187,metric_0094,hasMetric,False
studentModel_0002,behavKnowledge_0002,hasBehaviouralKnowledge,False
player_0008,playerType_0008,isDescribedByType,False
studentModel_0028,behavKnowledge_0028,hasBehaviouralKnowledge,False
targetBehavior_0099,metric_0394,hasMetric,False
instrPlan_0155,strategy_0155,strategicTutoring,False
targetBehavior_0202,metric_0052,hasMetric,False
playerModel_0179,player_0179,classifiesPlayer,False
gamModel_0020,engLoop_0020,hasActivityLoops,False
instrPlan_0189,sequencing_0189,has_Sequencing,False
studentModel_0016,behavKnowledge_0016,hasBehaviouralKnowledge,False
player_0199,playerModel_0199,isClassifiedBy,False
targetBehavior_0071,metric_0102,hasMetric,False
targetBehavior_0183,metric_0475,hasMetric,False
studentModel_0049,behavKnowledge_0049,hasBehaviouralKnowledge,False
targetBehavior_0181,metric_0549,hasMetric,False
player_0152,playerType_0152,isDescribedByType,False
targetBehavior_0244,metric_0331,hasMetric,False
studentModel_0122,behavKnowledge_0122,hasBehaviouralKnowledge,False
targetBehavior_0147,metric_0230,hasMetric,False
targetBehavior_0180,metric_0322,hasMetric,False
UniversalGenericOperator,Thing,subClassOf,True
Item,Thing,subClassOf,True
targetBehavior_0015,metric_0321,hasMetric,False
playerModel_0115,player_0115,classifiesPlayer,False
playerType_0023,player_0023,describesPlayer,False
gamifiedITS_0011,gamModel_0038,hasGamificationModel,False
instrPlan_0117,sequencing_0117,has_Sequencing,False
targetBehavior_0102,metric_0028,hasMetric,False
instrPlan_0042,strategy_0042,strategicTutoring,False
studentModel_0060,player_0060,includes,False
Story,Thing,subClassOf,True
targetBehavior_0129,metric_0168,hasMetric,False
gamModel_0029,progLoop_0029,hasActivityLoops,False
targetBehavior_0108,metric_0541,hasMetric,False
Virtual_Goods,Thing,subClassOf,True
instrPlan_0084,sequencing_0084,has_Sequencing,False
playerType_0049,player_0049,describesPlayer,False
playerType_0144,player_0144,describesPlayer,False
gamModel_0022,progLoop_0022,hasActivityLoops,False
gamModel_0018,engLoop_0018,hasActivityLoops,False
targetBehavior_0240,metric_0152,hasMetric,False
leadsToEffectiveness,CategoryEffectiveness,range,False
isComposedBy,Feedback,range,False
targetBehavior_0321,metric_0485,hasMetric,False
Points,Thing,subClassOf,True
designPractice_0047,targetBehavior_0351,hasTargetBehavior,False
loopStatus,boolean,range,False
playerType_0179,player_0179,describesPlayer,False
loopDifficulty,Progressive_Loop,domain,False
targetBehavior_0026,metric_0200,hasMetric,False
targetBehavior_0249,metric_0131,hasMetric,False
targetBehavior_0049,metric_0332,hasMetric,False
targetBehavior_0135,metric_0270,hasMetric,False
studentModel_0075,player_0075,includes,False
gamifiedITS_0024,instrPlan_0158,hasPedagogicalModel,False
instrPlan_0030,sequencing_0030,has_Sequencing,False
studentModel_0070,behavKnowledge_0070,hasBehaviouralKnowledge,False
player_0095,playerModel_0095,isClassifiedBy,False
designPractice_0037,quests_0008,hasGameElement,False
leadsTo,Target_Behavior,range,False
player_0122,playerModel_0122,isClassifiedBy,False
targetBehavior_0395,metric_0005,hasMetric,False
targetBehavior_0205,metric_0177,hasMetric,False
playerType_0195,player_0195,describesPlayer,False
targetBehavior_0153,metric_0290,hasMetric,False
designPractice_0012,targetBehavior_0068,hasTargetBehavior,False
