# CLASS: Metric
# IRI: http://surveys.nees.com.br/ontologies/gado_full.owl#Metric
# COLUMNS:
#   id: id — Unique identifier, e.g. metric_0001
#   archetypeBehavior: data — str
#   archetypeBrainRegion: data — str
#   archetypeChemicalMessenger: data — str
#   archetypeLikes: data — str
#   metricDescription: data — str
#   metricExpectedValue: data — float
#   metricValue: data — float
#   time: data — float
#   value: data — float
#   desiredPoints: data — str
#   domain: data — str
#   description: data — str
#   importanceLevel: data — str
#   issue: data — str
#   hasPG: data — str
#   hasPS: data — str
#   hasPT: data — str
#   ckType: data — str
#   cluster: data — str
#   difficulty: data — str
#   precedence: data — str
#   rate: data — str
#   totalWeight: data — str
#   weight: data — str
#   hasCalculations: data — str
#   hasSuggestedTags: data — str
#   has_Answers: data — str
#   has_Epoch: data — str
#   has_Knowledge: data — str
#   has_token: data — str
#   superKC: data — str
#   OptionAnswer: data — str
#   comment: data — str
#   context: data — str
#   corrected: data — str
#   currentOperation: data — str
#   developmentStatus: data — str
#   duration: data — str
#   enabled: data — str
#   endDate: data — str
#   error: data — str
#   exercise: data — str
#   hint: data — str
#   item: data — str
#   level: data — str
#   methodDescription: data — str
#   methodStep: data — str
#   methodname: data — str
#   multipleChoiceAnswer: data — str
#   numberOfFavorites: data — str
#   numberOfViews: data — str
#   order: data — str
#   posting_date: data — str
#   posting_hour: data — str
#   question: data — str
#   resolution: data — str
#   size: data — str
#   startDate: data — str
#   stepName: data — str
#   stepOrder: data — str
#   subjects: data — str
#   submmitedDate: data — str
#   term: data — str
#   title: data — str
#   tokenized_statement: data — str
#   type_Test: data — str
#   REF_account_of: object — Ref to ['?']
#   REF_has_member: object — Ref to ['?']
#   REF_isPartOfEngagementLoop: object — Ref to ['Engagement_Loop', 'Engagement_Loop']
#   REF_isUsedFor: object — Ref to ['Target_Behavior', 'Target_Behavior']
#   REF_has_domain: object — Ref to ['?']
#   REF_strategicTutoring: object — Ref to ['Strategy', 'Strategy']
#   REF_associatedDomain: object — Ref to ['?']
#   REF_hasDomains: object — Ref to ['?']
#   REF_hasEloRating: object — Ref to ['?']
#   REF_hasLevel: object — Ref to ['?']
#   REF_hasSubDomain: object — Ref to ['?']
#   REF_has_Domain: object — Ref to ['?']
#   REF_isComposedByContext: object — Ref to ['?']
#   REF_isComposedByCurriculum: object — Ref to ['?']
#   REF_isComposedByDepth: object — Ref to ['?']
#   REF_isSubDomainOf: object — Ref to ['?']
#   REF_hasContext: object — Ref to ['?']
#   REF_isChildOfCurriculum: object — Ref to ['?']
#   REF_isComposedByLaterality: object — Ref to ['?']
#   REF_isParentOfCurriculum: object — Ref to ['?']
#   REF_hasBug: object — Ref to ['?']
#   REF_hasCatalogue: object — Ref to ['?']
#   REF_hasConcept: object — Ref to ['?']
#   REF_hasConceptualKnowledge: object — Ref to ['?']
#   REF_hasConsistency: object — Ref to ['?']
#   REF_hasContent: object — Ref to ['?']
#   REF_hasCurriculum: object — Ref to ['?']
#   REF_hasCurriculumInformation: object — Ref to ['?']
#   REF_hasDiscrepancy: object — Ref to ['?']
#   REF_hasDomain: object — Ref to ['?']
#   REF_hasError: object — Ref to ['?']
#   REF_hasExample: object — Ref to ['?']
#   REF_hasExplanation: object — Ref to ['?']
#   REF_hasKnowledgeUnit: object — Ref to ['?']
#   REF_hasLO: object — Ref to ['?']
#   REF_hasMisconception: object — Ref to ['?']
#   REF_hasPL: object — Ref to ['?']
#   REF_hasPedagogicalUnit: object — Ref to ['?']
#   REF_hasResource: object — Ref to ['?']
#   REF_hasSuperConceptualKnowledge: object — Ref to ['?']
#   REF_hasTags: object — Ref to ['?']
#   REF_has_MissConception: object — Ref to ['?']
#   REF_isComposedByProblem: object — Ref to ['?']
#   REF_fillBlanksHasOption: object — Ref to ['?']
#   REF_hasEvaluation: object — Ref to ['?']
#   REF_has_Context: object — Ref to ['?']
#   REF_has_Depth: object — Ref to ['?']
#   REF_has_Diagnosis: object — Ref to ['?']
#   REF_has_MethodStep: object — Ref to ['?']
#   REF_has_Problems: object — Ref to ['?']
#   REF_has_Questions: object — Ref to ['?']
#   REF_has_Resolution: object — Ref to ['?']
#   REF_has_ResolutionMethod: object — Ref to ['?']
#   REF_has_comments: object — Ref to ['?']
#   REF_has_discursiveOption: object — Ref to ['?']
#   REF_has_hint: object — Ref to ['?']
#   REF_isChildOfHint: object — Ref to ['?']
#   REF_isParentOfHint: object — Ref to ['?']
#   REF_matched_To: object — Ref to ['?']
#   REF_multipleChoiceHasOption: object — Ref to ['?']
#   REF_related_Curriculum: object — Ref to ['?']
#   REF_trueOrFalseHasOption: object — Ref to ['?']
# ─── Data rows below (delete this line) ───────────────────────
id,archetypeBehavior,archetypeBrainRegion,archetypeChemicalMessenger,archetypeLikes,metricDescription,metricExpectedValue,metricValue,time,value,desiredPoints,domain,description,importanceLevel,issue,hasPG,hasPS,hasPT,ckType,cluster,difficulty,precedence,rate,totalWeight,weight,hasCalculations,hasSuggestedTags,has_Answers,has_Epoch,has_Knowledge,has_token,superKC,OptionAnswer,comment,context,corrected,currentOperation,developmentStatus,duration,enabled,endDate,error,exercise,hint,item,level,methodDescription,methodStep,methodname,multipleChoiceAnswer,numberOfFavorites,numberOfViews,order,posting_date,posting_hour,question,resolution,size,startDate,stepName,stepOrder,subjects,submmitedDate,term,title,tokenized_statement,type_Test,REF_account_of,REF_has_member,REF_isPartOfEngagementLoop,REF_isUsedFor,REF_has_domain,REF_strategicTutoring,REF_associatedDomain,REF_hasDomains,REF_hasEloRating,REF_hasLevel,REF_hasSubDomain,REF_has_Domain,REF_isComposedByContext,REF_isComposedByCurriculum,REF_isComposedByDepth,REF_isSubDomainOf,REF_hasContext,REF_isChildOfCurriculum,REF_isComposedByLaterality,REF_isParentOfCurriculum,REF_hasBug,REF_hasCatalogue,REF_hasConcept,REF_hasConceptualKnowledge,REF_hasConsistency,REF_hasContent,REF_hasCurriculum,REF_hasCurriculumInformation,REF_hasDiscrepancy,REF_hasDomain,REF_hasError,REF_hasExample,REF_hasExplanation,REF_hasKnowledgeUnit,REF_hasLO,REF_hasMisconception,REF_hasPL,REF_hasPedagogicalUnit,REF_hasResource,REF_hasSuperConceptualKnowledge,REF_hasTags,REF_has_MissConception,REF_isComposedByProblem,REF_fillBlanksHasOption,REF_hasEvaluation,REF_has_Context,REF_has_Depth,REF_has_Diagnosis,REF_has_MethodStep,REF_has_Problems,REF_has_Questions,REF_has_Resolution,REF_has_ResolutionMethod,REF_has_comments,REF_has_discursiveOption,REF_has_hint,REF_isChildOfHint,REF_isParentOfHint,REF_matched_To,REF_multipleChoiceHasOption,REF_related_Curriculum,REF_trueOrFalseHasOption
metric_0051,competitive,striatum,serotonin,Statistics,completion_rate,60.84,52.77,54.14,62.41,desiredPoints_value_689,Mathematics,score,easy,Sign error,hasPG_value_60,hasPS_value_776,hasPT_value_201,typeB,cluster_4,medium,precedence_value_626,0.681,0.649,0.735,hasCalculations_value_634,hasSuggestedTags_value_825,has_Answers_value_646,has_Epoch_value_259,has_Knowledge_value_951,has_token_value_129,superKC_value_915,OptionAnswer_value_444,Good explanation,context_value_654,corrected_value_796,currentOperation_value_402,paused,89,enabled_value_431,2023-05-16,Off-by-one error,exercise_value_30,Sample hint text #501,item_value_712,medium,attempt_count,methodStep_value_188,methodname_57,multipleChoiceAnswer_value_350,numberOfFavorites_value_431,numberOfViews_value_376,5,2023-12-23,2023-01-18,Sample question text #254,resolution_value_109,size_value_977,2023-11-25,stepName_97,7,Mathematics,2023-11-01,physics,Project Management,Sample tokenized_statement text #396,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0052,competitive,amygdala,serotonin,Philosophy,streak_count,67.6,68.17,29.52,80.73,desiredPoints_value_393,Literature,xp_earned,hard,Sign error,hasPG_value_973,hasPS_value_39,hasPT_value_564,typeB,cluster_1,hard,precedence_value_152,0.556,0.663,0.096,hasCalculations_value_503,hasSuggestedTags_value_144,has_Answers_value_218,has_Epoch_value_134,has_Knowledge_value_872,has_token_value_308,superKC_value_392,OptionAnswer_value_857,Could be improved,context_value_259,corrected_value_288,currentOperation_value_486,active,9,enabled_value_390,2023-01-26,Formula inversion,exercise_value_63,Sample hint text #441,item_value_466,medium,engagement_score,methodStep_value_930,methodname_59,multipleChoiceAnswer_value_542,numberOfFavorites_value_545,numberOfViews_value_907,20,2023-03-03,2023-05-04,Sample question text #557,resolution_value_121,size_value_41,2023-01-15,stepName_21,20,Mathematics,2023-09-22,history,Advanced Physics,Sample tokenized_statement text #636,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0053,competitive,striatum,dopamine,Data Science,error_rate,23.93,25.16,63.77,67.8,desiredPoints_value_758,Geography,mastery_level,hard,Formula inversion,hasPG_value_775,hasPS_value_374,hasPT_value_461,typeC,cluster_1,medium,precedence_value_825,0.732,0.398,0.461,hasCalculations_value_746,hasSuggestedTags_value_328,has_Answers_value_649,has_Epoch_value_604,has_Knowledge_value_769,has_token_value_746,superKC_value_944,OptionAnswer_value_287,Very clear,context_value_955,corrected_value_618,currentOperation_value_86,active,109,enabled_value_598,2023-10-23,Concept conflation,exercise_value_598,Sample hint text #859,item_value_641,medium,xp_earned,methodStep_value_845,methodname_62,multipleChoiceAnswer_value_542,numberOfFavorites_value_290,numberOfViews_value_553,13,2023-06-06,2023-04-25,Sample question text #45,resolution_value_551,size_value_5,2023-05-11,stepName_28,7,History,2023-04-01,history,Advanced Geography,Sample tokenized_statement text #838,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0054,competitive,hippocampus,serotonin,Literature,streak_count,14.81,17.58,34.72,81.24,desiredPoints_value_795,Philosophy,correct_answers,hard,Causal reversal,hasPG_value_92,hasPS_value_972,hasPT_value_435,typeA,cluster_5,medium,precedence_value_350,0.081,0.471,0.819,hasCalculations_value_840,hasSuggestedTags_value_650,has_Answers_value_208,has_Epoch_value_54,has_Knowledge_value_198,has_token_value_863,superKC_value_829,OptionAnswer_value_358,Challenging but rewarding,context_value_168,corrected_value_92,currentOperation_value_487,completed,54,enabled_value_980,2023-04-22,Sign error,exercise_value_887,Sample hint text #30,item_value_558,easy,xp_earned,methodStep_value_941,methodname_34,multipleChoiceAnswer_value_567,numberOfFavorites_value_956,numberOfViews_value_997,1,2023-09-23,2023-09-23,Sample question text #440,resolution_value_902,size_value_712,2023-02-04,stepName_22,12,Economics,2023-01-10,history,Critical Thinking,Sample tokenized_statement text #901,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0055,social,striatum,serotonin,Physics,engagement_score,61.21,51.66,40.47,10.57,desiredPoints_value_579,Economics,score,expert,Formula inversion,hasPG_value_922,hasPS_value_440,hasPT_value_998,typeA,cluster_3,medium,precedence_value_88,0.334,0.932,0.484,hasCalculations_value_848,hasSuggestedTags_value_670,has_Answers_value_463,has_Epoch_value_118,has_Knowledge_value_75,has_token_value_13,superKC_value_463,OptionAnswer_value_784,Good explanation,context_value_959,corrected_value_405,currentOperation_value_547,paused,72,enabled_value_661,2023-07-09,Formula inversion,exercise_value_756,Sample hint text #852,item_value_315,easy,hint_usage,methodStep_value_485,methodname_31,multipleChoiceAnswer_value_359,numberOfFavorites_value_896,numberOfViews_value_622,10,2023-07-18,2023-10-11,Sample question text #197,resolution_value_652,size_value_478,2023-05-06,stepName_44,6,Geography,2023-08-15,literature,Advanced Biology,Sample tokenized_statement text #597,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0056,cooperative,cerebellum,norepinephrine,Physics,progress_ratio,83.93,100.02,22.46,16.11,desiredPoints_value_685,Statistics,time_on_task,expert,Causal reversal,hasPG_value_849,hasPS_value_31,hasPT_value_103,typeB,cluster_1,hard,precedence_value_730,0.646,0.062,0.44,hasCalculations_value_662,hasSuggestedTags_value_831,has_Answers_value_79,has_Epoch_value_360,has_Knowledge_value_660,has_token_value_787,superKC_value_100,OptionAnswer_value_636,Challenging but rewarding,context_value_969,corrected_value_390,currentOperation_value_746,completed,23,enabled_value_229,2023-01-21,Unit confusion,exercise_value_500,Sample hint text #933,item_value_504,medium,attempt_count,methodStep_value_735,methodname_76,multipleChoiceAnswer_value_429,numberOfFavorites_value_78,numberOfViews_value_719,3,2023-06-21,2023-11-20,Sample question text #723,resolution_value_353,size_value_704,2023-11-21,stepName_30,8,Algebra,2023-09-25,history,Introduction to Chemistry,Sample tokenized_statement text #403,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0057,survivor,hippocampus,acetylcholine,Chemistry,hint_usage,41.27,27.46,32.09,69.56,desiredPoints_value_419,Literature,error_rate,medium,Off-by-one error,hasPG_value_994,hasPS_value_953,hasPT_value_590,typeC,cluster_1,hard,precedence_value_965,0.084,0.522,0.263,hasCalculations_value_205,hasSuggestedTags_value_281,has_Answers_value_836,has_Epoch_value_582,has_Knowledge_value_210,has_token_value_418,superKC_value_256,OptionAnswer_value_330,Very clear,context_value_541,corrected_value_63,currentOperation_value_710,paused,61,enabled_value_631,2023-11-25,Sign error,exercise_value_292,Sample hint text #499,item_value_149,hard,xp_earned,methodStep_value_267,methodname_13,multipleChoiceAnswer_value_721,numberOfFavorites_value_435,numberOfViews_value_475,13,2023-03-04,2023-09-16,Sample question text #764,resolution_value_298,size_value_248,2023-01-20,stepName_53,10,Computer Science,2023-05-05,philosophy,Advanced Literature,Sample tokenized_statement text #206,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0058,achiever,striatum,dopamine,Philosophy,streak_count,18.34,13.94,84.85,10.42,desiredPoints_value_689,Chemistry,mastery_level,easy,Concept conflation,hasPG_value_320,hasPS_value_357,hasPT_value_272,typeC,cluster_2,expert,precedence_value_144,0.438,0.906,0.223,hasCalculations_value_883,hasSuggestedTags_value_947,has_Answers_value_192,has_Epoch_value_346,has_Knowledge_value_534,has_token_value_99,superKC_value_134,OptionAnswer_value_687,Challenging but rewarding,context_value_934,corrected_value_477,currentOperation_value_403,paused,33,enabled_value_273,2023-01-09,Off-by-one error,exercise_value_638,Sample hint text #453,item_value_999,hard,hint_usage,methodStep_value_943,methodname_60,multipleChoiceAnswer_value_436,numberOfFavorites_value_350,numberOfViews_value_733,6,2023-03-10,2023-07-28,Sample question text #626,resolution_value_411,size_value_529,2023-06-25,stepName_15,14,Philosophy,2023-03-03,computer_science,Introduction to Data Science,Sample tokenized_statement text #74,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0059,cooperative,cerebellum,norepinephrine,Geography,score,18.53,12.66,62.62,32.71,desiredPoints_value_641,Mathematics,attempt_count,expert,Unit confusion,hasPG_value_700,hasPS_value_341,hasPT_value_727,typeC,cluster_1,expert,precedence_value_426,0.42,0.535,0.518,hasCalculations_value_118,hasSuggestedTags_value_232,has_Answers_value_559,has_Epoch_value_683,has_Knowledge_value_256,has_token_value_122,superKC_value_184,OptionAnswer_value_468,Very clear,context_value_48,corrected_value_508,currentOperation_value_549,completed,30,enabled_value_359,2023-10-10,Concept conflation,exercise_value_181,Sample hint text #653,item_value_940,medium,hint_usage,methodStep_value_372,methodname_17,multipleChoiceAnswer_value_294,numberOfFavorites_value_846,numberOfViews_value_977,18,2023-09-04,2023-07-28,Sample question text #16,resolution_value_680,size_value_194,2023-06-26,stepName_32,10,Physics,2023-08-14,data_science,Introduction to Data Science,Sample tokenized_statement text #319,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0060,survivor,cerebellum,dopamine,Mathematics,score,78.98,53.94,46.25,22.24,desiredPoints_value_657,Statistics,streak_count,easy,Causal reversal,hasPG_value_174,hasPS_value_849,hasPT_value_591,typeC,cluster_2,hard,precedence_value_533,0.25,0.56,0.895,hasCalculations_value_9,hasSuggestedTags_value_691,has_Answers_value_102,has_Epoch_value_138,has_Knowledge_value_470,has_token_value_487,superKC_value_76,OptionAnswer_value_139,Very clear,context_value_502,corrected_value_715,currentOperation_value_108,pending,54,enabled_value_663,2023-09-11,Sign error,exercise_value_848,Sample hint text #854,item_value_617,easy,progress_ratio,methodStep_value_99,methodname_88,multipleChoiceAnswer_value_462,numberOfFavorites_value_289,numberOfViews_value_278,16,2023-10-09,2023-01-17,Sample question text #3,resolution_value_673,size_value_197,2023-01-26,stepName_97,18,Philosophy,2023-12-06,chemistry,Advanced History,Sample tokenized_statement text #651,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
