source,target,probability_mean,probability_std,numeric_score_target,known_positive,source_type,target_type,score_final,symbolic_confidence,sym_base_score,path_length,sym_category,neurosymbolic_score,top5_influent_nodes,best_ontology_path
RFK_L6_R2,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaFX | JavaVariables | DataTypes | RFK_L1_R1,RFK_L6_R2 → JavaFX → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L8_R1,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaTryCatch | JavaVariables | DataTypes | RFK_L1_R1,RFK_L8_R1 → JavaTryCatch → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L5_R1,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaArgumentsParameters | JavaVariables | DataTypes | RFK_L1_R1,RFK_L5_R1 → JavaArgumentsParameters → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L5_R2,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaOverloading | JavaVariables | DataTypes | RFK_L1_R1,RFK_L5_R2 → JavaOverloading → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L8_R3,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | TaskJavaExceptions | JavaVariables | DataTypes | RFK_L1_R1,RFK_L8_R3 → TaskJavaExceptions → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L7_R4,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaEventTypes | JavaVariables | DataTypes | RFK_L1_R1,RFK_L7_R4 → JavaEventTypes → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L9_R3,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaDelimiters | JavaVariables | DataTypes | RFK_L1_R1,RFK_L9_R3 → JavaDelimiters → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L7_R3,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaTaskEventHandlerListener | JavaVariables | DataTypes | RFK_L1_R1,RFK_L7_R3 → JavaTaskEventHandlerListener → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L6_R4,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaGUILinkedScreens | JavaVariables | DataTypes | RFK_L1_R1,RFK_L6_R4 → JavaGUILinkedScreens → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L6_R3,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | TaskJavaGUI | JavaVariables | DataTypes | RFK_L1_R1,RFK_L6_R3 → TaskJavaGUI → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L6_R1,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaGUIElements | JavaVariables | DataTypes | RFK_L1_R1,RFK_L6_R1 → JavaGUIElements → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L5_R4,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | TaskJavaPolymorphism | JavaVariables | DataTypes | RFK_L1_R1,RFK_L5_R4 → TaskJavaPolymorphism → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L7_R2,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaEventListener | JavaVariables | DataTypes | RFK_L1_R1,RFK_L7_R2 → JavaEventListener → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L5_R5,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaOverloadedConstructors | JavaVariables | DataTypes | RFK_L1_R1,RFK_L5_R5 → JavaOverloadedConstructors → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L8_R4,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaExceptionTypes | JavaVariables | DataTypes | RFK_L1_R1,RFK_L8_R4 → JavaExceptionTypes → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L8_R2,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaExceptions | JavaVariables | DataTypes | RFK_L1_R1,RFK_L8_R2 → JavaExceptions → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L1_R7,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaArithmeticOperations | JavaVariables | DataTypes | RFK_L1_R1,RFK_L1_R7 → JavaArithmeticOperations → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L9_R2,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaIOStreams | JavaVariables | DataTypes | RFK_L1_R1,RFK_L9_R2 → JavaIOStreams → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L5_R3,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaOverriding | JavaVariables | DataTypes | RFK_L1_R1,RFK_L5_R3 → JavaOverriding → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
RFK_L7_R1,Tiny_stash,0.1091547607010872,0.177760636342068,0.0415518252487452,False,ReferenceKey,Reward,0.09563417361061881,0.18923905362287743,0.2,5,indirect,0.16120955110025087,OOPCourseCommunity | JavaEvents | JavaVariables | DataTypes | RFK_L1_R1,RFK_L7_R1 → JavaEvents → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
bonus resource for lesson 3 Class Methods and Constructors,Tiny_stash,0.09765139326208078,0.16837161357372465,0.0415518252487452,False,unknown,Reward,0.08643147965941367,0.19539765857319377,0.16666666666666666,6,indirect,0.16118646571430423,Variables | Class_Methods_and_Constructors | Java_Basics | Static_functions | ObjectOrientedProgramming,bonus resource for lesson 3 Class Methods and Constructors → Static_functions → Class_Methods_and_Constructors → Classes_and_Objects → Java_Basics → Variables → Tiny_stash
ressource bonus pour la leçon 3 Méthodes et constructeurs de classe,Tiny_stash,0.09765139326208078,0.16837161357372465,0.0415518252487452,False,unknown,Reward,0.08643147965941367,0.19539765857319377,0.16666666666666666,6,indirect,0.16118646571430423,Variables | Class_Methods_and_Constructors | Java_Basics | Static_functions | ObjectOrientedProgramming,ressource bonus pour la leçon 3 Méthodes et constructeurs de classe → Static_functions → Class_Methods_and_Constructors → Classes_and_Objects → Java_Basics → Variables → Tiny_stash
Collection,Tiny_stash,0.2708714473962788,0.2766594805246333,0.0415518252487452,False,Class,Reward,0.2250075229667721,0.10189130203804733,0.14285714285714285,7,indirect,0.16103435291342832,,N/A
block_game,Tiny_stash,0.09830223275596954,0.16825264192494535,0.0415518252487452,False,unknown,Reward,0.08695215125452467,0.19468710700912853,0.2,5,indirect,0.16095240102052288,BLockGame | Variables | Task_about_Java_Basics | Java_Basics | Control_Statements,block_game → BLockGame → Task_about_Java_Basics → Level_Up → Buil-in_Data_Types → Tiny_stash
3.0.0,Tiny_stash,0.09830223275596954,0.16825264192494535,0.0415518252487452,False,unknown,Reward,0.08695215125452467,0.19468710700912853,0.2,5,indirect,0.16095240102052288,BLockGame | Variables | Task_about_Java_Basics | Java_Basics | Control_Statements,3.0.0 → BLockGame → Task_about_Java_Basics → Level_Up → Buil-in_Data_Types → Tiny_stash
Allows the user to choose or change their avatar at any time.,Tiny_stash,0.09830223275596954,0.16825264192494535,0.0415518252487452,False,unknown,Reward,0.08695215125452467,0.19468710700912853,0.2,5,indirect,0.16095240102052288,BLockGame | Variables | Task_about_Java_Basics | Java_Basics | Control_Statements,Allows the user to choose or change their avatar at any time. → BLockGame → Task_about_Java_Basics → Level_Up → Buil-in_Data_Types → Tiny_stash
ressource bonus pour la leçon 3 Méthodes et constructeurs de classe,Stash,0.1164360766037034,0.1585650662600346,0.9172442572270822,False,unknown,Reward,0.2765977127283792,0.18450806603344028,0.16666666666666666,6,indirect,0.16068286973303236,Class_Methods_and_Constructors | Java_Basics | Static_functions | Functions | Classes_and_Objects,ressource bonus pour la leçon 3 Méthodes et constructeurs de classe → Static_functions → Class_Methods_and_Constructors → Classes_and_Objects → Java_Basics → Functions → Stash
bonus resource for lesson 3 Class Methods and Constructors,Stash,0.1164360766037034,0.1585650662600346,0.9172442572270822,False,unknown,Reward,0.2765977127283792,0.18450806603344028,0.16666666666666666,6,indirect,0.16068286973303236,Class_Methods_and_Constructors | Java_Basics | Static_functions | Functions | Classes_and_Objects,bonus resource for lesson 3 Class Methods and Constructors → Static_functions → Class_Methods_and_Constructors → Classes_and_Objects → Java_Basics → Functions → Stash
_:b151,Tiny_stash,0.26889260729610653,0.14384164392334592,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.2234244508866343,0.10189130203804733,0.14285714285714285,7,indirect,0.16034175887836805,,N/A
_:b227,Tiny_stash,0.268892601335642,0.14384163331426406,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22342444611826268,0.10189130203804733,0.14285714285714285,7,indirect,0.16034175679220547,,N/A
_:b216,Tiny_stash,0.268892601335642,0.14384163331426406,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22342444611826268,0.10189130203804733,0.14285714285714285,7,indirect,0.16034175679220547,,N/A
_:b134,Tiny_stash,0.268892601335642,0.14384163331426406,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22342444611826268,0.10189130203804733,0.14285714285714285,7,indirect,0.16034175679220547,,N/A
_:b145,Tiny_stash,0.268892601335642,0.14384163331426406,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22342444611826268,0.10189130203804733,0.14285714285714285,7,indirect,0.16034175679220547,,N/A
_:b204,Tiny_stash,0.26872740821471996,0.14423940438078603,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329229162152503,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393919988276,,N/A
_:b113,Tiny_stash,0.26872738437286203,0.14423936202742627,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329227254803868,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393085523246,,N/A
_:b122,Tiny_stash,0.26872738437286203,0.14423936202742627,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329227254803868,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393085523246,,N/A
_:b142,Tiny_stash,0.26872738437286203,0.14423936202742627,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329227254803868,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393085523246,,N/A
_:b131,Tiny_stash,0.26872738437286203,0.14423936202742627,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329227254803868,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393085523246,,N/A
_:b224,Tiny_stash,0.26872738437286203,0.14423936202742627,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329227254803868,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393085523246,,N/A
_:b213,Tiny_stash,0.26872738437286203,0.14423936202742627,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.22329227254803868,0.10189130203804733,0.14285714285714285,7,indirect,0.16028393085523246,,N/A
LearningStyle,Tiny_stash,0.2684789818772964,0.2764163499936987,0.0415518252487452,False,Class,Reward,0.2230935505515862,0.10189130203804733,0.14285714285714285,7,indirect,0.1601969899817845,,N/A
"index key for the resource ""Java FX""",Level_Up,0.1068410690061409,0.15720410385420247,1.0,False,unknown,Level,0.2854728552049127,0.1886996341532696,0.2,5,indirect,0.16004913635177456,Java_FX | Graphical_User_Interface | Polymorphism | Overloading | Overriding,"index key for the resource ""Java FX"" → Java_FX → GUI_Elements → Task_about_Polymorphism → Overriding → Level_Up"
Task_about_Java_Basics,bonusPoints,0.3090614879040212,0.12066134828801309,0.0,False,GamifiedResource,BonusPoints,0.247249190323217,0.0796690798158251,0.1111111111111111,9,indirect,0.15995642264669374,,N/A
_:b97,Level_Up,0.28754605356037344,0.09204205457834899,1.0,False,AtomList,Level,0.4300368428482988,0.08939130203804733,0.125,8,indirect,0.15874546507086146,,N/A
_:b89,Level_Up,0.2860253473578701,0.09281015701593599,1.0,False,AtomList,Level,0.4288202778862961,0.08939130203804733,0.125,8,indirect,0.1582132178999853,,N/A
RFK_L8_R4,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaExceptionTypes | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L8_R4 → JavaExceptionTypes → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L5_R4,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | TaskJavaPolymorphism | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L5_R4 → TaskJavaPolymorphism → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L8_R3,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | TaskJavaExceptions | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L8_R3 → TaskJavaExceptions → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L5_R1,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaArgumentsParameters | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L5_R1 → JavaArgumentsParameters → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L6_R1,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaGUIElements | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L6_R1 → JavaGUIElements → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L7_R4,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaEventTypes | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L7_R4 → JavaEventTypes → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L5_R3,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaOverriding | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L5_R3 → JavaOverriding → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L7_R1,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaEvents | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L7_R1 → JavaEvents → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L5_R2,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaOverloading | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L5_R2 → JavaOverloading → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L5_R5,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaOverloadedConstructors | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L5_R5 → JavaOverloadedConstructors → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L6_R2,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaFX | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L6_R2 → JavaFX → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L8_R2,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaExceptions | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L8_R2 → JavaExceptions → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L7_R2,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaEventListener | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L7_R2 → JavaEventListener → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L1_R7,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaArithmeticOperations | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L1_R7 → JavaArithmeticOperations → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L6_R3,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | TaskJavaGUI | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L6_R3 → TaskJavaGUI → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L9_R3,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaDelimiters | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L9_R3 → JavaDelimiters → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L9_R1,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaFiles | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L9_R1 → JavaFiles → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L6_R4,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaGUILinkedScreens | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L6_R4 → JavaGUILinkedScreens → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L7_R3,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaTaskEventHandlerListener | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L7_R3 → JavaTaskEventHandlerListener → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L9_R2,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaIOStreams | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L9_R2 → JavaIOStreams → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
RFK_L8_R1,BLockGame,0.10012799436523452,0.16965943775272022,0.12935257077791257,False,ReferenceKey,Badge,0.10597290964777013,0.18913339828390305,0.2,5,indirect,0.15798150691236906,OOPCourseCommunity | JavaTryCatch | JavaIf | JavaForWhile | IK_GE_BlockGame,RFK_L8_R1 → JavaTryCatch → OOPCourseCommunity → IK_GE_BlockGame → RF_GE_BloackGame → BLockGame
EducationalInstitution,BLockGame,0.10820916690280216,0.16685942916574678,0.12935257077791257,False,unknown,Badge,0.11243784767782425,0.18468302202548034,0.16666666666666666,6,indirect,0.15791717273254297,Course | ObjectOrientedProgramming | Java_Basics | offersCourse | Control_Statements,EducationalInstitution → offersCourse → Course → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
Leaderboard,bonusPoints,0.18748382135545166,0.12012515369581538,0.0,False,Class,BonusPoints,0.14998705708436133,0.14189130203804734,0.2,5,indirect,0.15784868379913886,,N/A
leçon 4 du cours Programmation Orientée Objet,BLockGame,0.09963135200024889,0.1616052444780465,0.12935257077791257,False,unknown,Badge,0.10557559575578164,0.1882422051094393,0.2,5,indirect,0.15722840652122264,Inheritance | ObjectOrientedProgramming | Java_Basics | Multi-level_inheritance | Control_Statements,leçon 4 du cours Programmation Orientée Objet → Inheritance → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
lesson 4 for the course Object Oriented Programming,BLockGame,0.09963135200024889,0.1616052444780465,0.12935257077791257,False,unknown,Badge,0.10557559575578164,0.1882422051094393,0.2,5,indirect,0.15722840652122264,Inheritance | ObjectOrientedProgramming | Java_Basics | Multi-level_inheritance | Control_Statements,lesson 4 for the course Object Oriented Programming → Inheritance → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
t2,Tiny_stash,0.25966057520811847,0.2355682079579239,0.0415518252487452,False,Variable,Reward,0.21603882521624385,0.10189130203804733,0.14285714285714285,7,indirect,0.1571105476475722,,N/A
t1,Tiny_stash,0.25948278337154884,0.2354946951090039,0.0415518252487452,False,Variable,Reward,0.21589659174698814,0.10189130203804733,0.14285714285714285,7,indirect,0.15704832050477285,,N/A
_:b251,Level_Up,0.2824753046298508,0.09653398854413996,1.0,False,AtomList,Level,0.42598024370388066,0.08939130203804733,0.125,8,indirect,0.15697070294517856,,N/A
LegalDocument,BLockGame,0.3001004426655117,0.14873722157949787,0.12935257077791257,False,Class,Badge,0.2659508682879919,0.0796690798158251,0.1111111111111111,9,indirect,0.15682005681321542,,N/A
number,Tiny_stash,0.2820435694879987,0.24830138578581137,0.0415518252487452,False,AnnotationProperty,Reward,0.23394522064014803,0.08939130203804733,0.125,8,indirect,0.1568195956455303,,N/A
determine iof the teacher's objective is behavioural objective,Tiny_stash,0.2581884509700851,0.24734230852906253,0.0415518252487452,False,unknown,Reward,0.21486112582581712,0.10189130203804733,0.14285714285714285,7,indirect,0.15659530416426054,,N/A
lesson 5 for the course Object Oriented Programming,BLockGame,0.09781423686213818,0.16050617104243228,0.12935257077791257,False,unknown,Badge,0.10412190364529307,0.18819659131611582,0.2,5,indirect,0.15656276725722365,Polymorphism | ObjectOrientedProgramming | Java_Basics | Control_Statements | Task_about_Java_Basics,lesson 5 for the course Object Oriented Programming → Polymorphism → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
leçon 5 du cours Programmation Orientée Objet,BLockGame,0.09781423686213818,0.16050617104243228,0.12935257077791257,False,unknown,Badge,0.10412190364529307,0.18819659131611582,0.2,5,indirect,0.15656276725722365,Polymorphism | ObjectOrientedProgramming | Java_Basics | Control_Statements | Task_about_Java_Basics,leçon 5 du cours Programmation Orientée Objet → Polymorphism → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
has_host,BLockGame,0.25801955892027395,0.14763325655206797,0.12935257077791257,False,unknown,Badge,0.23228616129180168,0.10189130203804733,0.14285714285714285,7,indirect,0.15653619194682664,,N/A
bonus resource for lesson 3 Class Methods and Constructors,BLockGame,0.10315198829120276,0.1635719863978432,0.12935257077791257,False,unknown,Badge,0.10839210478854473,0.18448533501579184,0.16666666666666666,6,indirect,0.15601866366218564,Class_Methods_and_Constructors | Java_Basics | Static_functions | Control_Statements | Classes_and_Objects,bonus resource for lesson 3 Class Methods and Constructors → Static_functions → Class_Methods_and_Constructors → Classes_and_Objects → Java_Basics → Control_Statements → BLockGame
